what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264996561511
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1264996567444
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264996568083
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264996633482
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264996633949
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264996640614
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264997352282
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264997355173
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264997360740
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264997695961
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264997720298
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264997721067
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264997722064
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264997806927
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264997806941
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1264997813013
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264997831437
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264998191814
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264998191835
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1264998196097
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264998247950
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264998283802
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1264998289241
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1264998296975
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264998322732
