what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979200449
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979220237
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979221321
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979234601
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979238666
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979295016
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979299560
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979300674
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979471889
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979489977
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264979494675
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264979494753
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1264979494881
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1264979495285
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1264979497938
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264979498293
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979499881
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979500974
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979508921
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979509884
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979637952
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979808649
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979808679
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979809550
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979812128
