what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264995291598
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264995291707
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264995293998
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264995294091
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264995295296
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995296824
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995298527
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1264995310017
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1264995310148
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995310175
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995311229
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264995314523
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1264995314523
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995315744
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995316755
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264995318455
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1264995320343
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995320960
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995333858
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264995334728
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995337773
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995338861
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995338983
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.ide.ant",1264995339210
stopped,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1264995339222
