what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979814363
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979815328
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979825593
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979827982
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979828497
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979870896
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264988458450
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264988459766
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264990430450
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264990434741
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264990745166
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264990777865
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1264990786173
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1264990829036
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264990855976
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264990909521
started,bundle,org.eclipse.mylyn.java.tasks,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.tasks",1264990910818
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264990911121
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264990912745
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991303865
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991305824
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991315409
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991320568
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991352282
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1264991367572
