what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1264979019444
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1264979020394
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090818-0225,"org.eclipse.jdt.apt.pluggable.core",1264979020406
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1264979021459
started,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1264979021529
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979021607
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1264979021748
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1264979021819
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979023339
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264979024599
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264979024634
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264979024750
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264979024751
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979031962
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979094920
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1264979094928
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979103386
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979160064
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979166718
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979191246
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1264979191256
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979196162
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264979196987
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1264979196992
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264979196992
