what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.java.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.ui",1264991390308
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991395496
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991434628
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991436327
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991437803
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991438673
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991442609
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264991483363
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264991512891
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991530496
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991619121
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991634048
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991634878
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991642840
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991643563
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991652033
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991684569
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991685151
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991698433
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264991734179
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264991734777
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1264991735028
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991792912
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264991795170
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264991798537
