what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264994459167
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994460056
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994574145
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994578072
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994708937
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994709968
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994910161
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994910568
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994910649
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994910992
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994922905
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994923816
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994930433
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994936283
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994951185
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264994964644
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994967049
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994969043
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264994970686
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994972155
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994972815
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264994973512
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995031656
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995157560
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264995163257
